"Field1","Field2","Field3","Field4","Field5","Field6","Field7","Field8","Field9","Field10","Field11","Field12","Field13","Field14","Field15","Field16","Field17","Field18","Field19","Field20","Field21","Field22","Field23","Field24","Field25","Field26","Field27","Field28","Field29","Field30","Field31","Field32","Field33","Field34","Field35","Field36","Field37","Field38","Field39","Field40","Field41","Field42","Field43","Field44","Field45","Field46","Field47","Field48","Field49","Field50","Field51","Field52","Field53","Field54"
"2002","萬里區","1507","...","...","13","...","177","...","...","...","9","...","-","0","770","525","13","-","1308","...","...","30","...","185","...","...","...","9","...","1","0","610","472","1","-","211","211","223","109","114","12","204","126","78","10.97","1.02","92.42","81.709999999999994","10.71","163","8.77","57","3.07"
"2002","烏來區","464","...","...","4","...","69","...","...","...","1","...","-","0","129","259","2","-","408","...","...","15","...","62","...","...","...","1","...","-","0","92","237","1","-","266","266","69","39","30","15.06","25","12","13","5.46","9.6","159.35","147.13","12.22","49","10.7","17","3.71"
"2003","新北市","231804","...","...","4542","...","64001","...","...","...","3069","...","873","0","59018","97694","2540","67","214888","...","...","9781","...","46815","...","...","...","2406","...","1288","0","56756","97718","16","108","122687","122687","34286","18046","16240","9.3699999999999992","16115","10082","6033","4.4000000000000004","4.97","96.88","92.26","4.62","29620","8.1","11825","3.23"
"2003","板橋區","32820","...","...","507","...","7092","...","...","...","403","...","93","0","7967","16488","269","1","31438","...","...","847","...","4923","...","...","...","363","...","158","0","7709","17424","2","12","16845","16845","4780","2516","2264","8.89","2282","1472","810","4.25","4.6500000000000004","92.41","89.84","2.57","4310","8.02","1619","3.01"
"2003","三重區","22706","...","...","309","...","6392","...","...","...","273","...","55","0","5379","10113","185","-","23971","...","...","597","...","5551","...","...","...","270","...","82","0","5113","12356","1","1","11911","11911","3489","1821","1668","9.08","1823","1124","699","4.74","4.33","90.05","93.34","-3.29","3127","8.1300000000000008","1308","3.4"
"2003","中和區","28647","...","...","771","...","6723","...","...","...","401","...","213","0","5548","14355","633","3","27692","...","...","1841","...","4898","...","...","...","285","...","305","0","5437","14916","4","6","10166","10166","3580","1929","1651","8.84","1720","1091","629","4.25","4.59","95.85","93.5","2.36","3369","8.32","1353","3.34"
"2003","永和區","16264","...","...","625","...","4896","...","...","...","272","...","88","0","2984","7193","202","4","15645","...","...","1319","...","3633","...","...","...","243","...","139","0","2732","7573","1","5","6847","6847","1586","825","761","6.86","1049","639","410","4.54","2.3199999999999998","99.94","97.27","2.68","1647","7.12","646","2.79"
"2003","新莊區","18652","...","...","283","...","3509","...","...","...","250","...","89","0","6852","7454","214","1","17618","...","...","607","...","2813","...","...","...","201","...","89","0","6369","7532","-","7","17486","17486","3600","1919","1681","9.42","1223","748","475","3.2","6.22","94.59","91.89","2.71","2935","7.68","1222","3.2"
"2003","新店區","20180","...","...","796","...","9668","...","...","...","310","...","67","0","4022","5043","270","4","16016","...","...","1617","...","6434","...","...","...","211","...","106","0","3467","4167","4","10","11129","11129","2380","1239","1141","8.56","1350","847","503","4.8499999999999996","3.7","112.6","97.62","14.97","2331","8.3800000000000008","946","3.4"
"2003","樹林區","8821","...","...","105","...","840","...","...","...","104","...","17","0","2964","4709","80","2","8627","...","...","284","...","789","...","...","...","62","...","30","0","3062","4399","-","1","5600","5600","1623","846","777","10.24","629","403","226","3.97","6.27","90.98","89.76","1.22","1198","7.56","536","3.38"
"2003","鶯歌區","4082","...","...","52","...","321","...","...","...","63","...","28","0","2153","1437","27","1","4485","...","...","130","...","242","...","...","...","41","...","53","0","2704","1310","-","5","2846","2846","882","471","411","10.68","373","217","156","4.5199999999999996","6.17","83.92","88.81","-4.88","650","7.87","262","3.17"
"2003","三峽區","4241","...","...","57","...","574","...","...","...","51","...","6","0","1382","2129","42","-","3942","...","...","137","...","428","...","...","...","41","...","10","0","1447","1878","-","1","3485","3485","975","534","441","11.39","495","363","132","5.78","5.61","90.28","86.79","3.49","695","8.1199999999999992","279","3.26"
"2003","淡水區","8137","...","...","226","...","4210","...","...","...","139","...","27","0","1543","1902","90","-","6598","...","...","398","...","2919","...","...","...","81","...","31","0","1364","1801","1","3","4495","4495","1240","639","601","10.119999999999999","538","315","223","4.3899999999999997","5.73","103.1","90.54","12.56","1034","8.44","355","2.9"
"2003","汐止區","14259","...","...","257","...","8589","...","...","...","211","...","21","0","3265","1825","91","-","11688","...","...","578","...","6150","...","...","...","122","...","45","0","2980","1808","2","3","5759","5759","1703","839","864","10.08","733","440","293","4.34","5.74","118.45","103.24","15.21","1537","9.09","655","3.88"
"2003","瑞芳區","2359","...","...","16","...","284","...","...","...","18","...","8","0","1364","653","16","-","2924","...","...","38","...","311","...","...","...","15","...","11","0","1802","747","-","-","703","703","468","228","240","10.16","413","270","143","8.9700000000000006","1.19","66.48","78.75","-12.27","431","9.36","159","3.45"
"2003","土城區","13165","...","...","192","...","2012","...","...","...","181","...","91","0","3557","6953","177","2","12878","...","...","529","...","1616","...","...","...","155","...","133","0","3552","6891","-","2","8528","8528","2169","1147","1022","9.23","852","532","320","3.63","5.61","92.34","91.12","1.22","1872","7.97","815","3.47"
"2003","蘆洲區","11630","...","...","75","...","3297","...","...","...","123","...","24","0","2583","5424","57","47","8824","...","...","247","...","1952","...","...","...","99","...","37","0","2167","4274","-","48","8934","8934","1786","984","802","10.19","569","336","233","3.25","6.95","117.36","101.35","16.010000000000002","1338","7.64","524","2.99"
"2003","五股區","5544","...","...","52","...","1005","...","...","...","64","...","8","0","1129","3246","39","1","4763","...","...","115","...","738","...","...","...","47","...","21","0","1083","2758","-","1","1702","1702","811","426","385","11.22","287","181","106","3.97","7.25","100.28","89.47","10.81","659","9.1199999999999992","248","3.43"
"2003","泰山區","5452","...","...","44","...","806","...","...","...","48","...","15","0","1360","3157","22","-","3719","...","...","85","...","393","...","...","...","49","...","11","0","1069","2109","-","3","1807","1807","662","347","315","10.25","245","139","106","3.79","6.46","112.41","85.58","26.84","574","8.89","218","3.38"
"2003","林口區","4407","...","...","46","...","774","...","...","...","52","...","15","0","2302","1189","29","-","3779","...","...","230","...","554","...","...","...","41","...","12","0","1981","960","1","-","2184","2184","565","309","256","10.39","234","150","84","4.3","6.09","121.23","109.68","11.55","453","8.33","167","3.07"
"2003","深坑區","1609","...","...","17","...","859","...","...","...","17","...","-","0","275","422","19","-","1398","...","...","8","...","584","...","...","...","11","...","7","0","234","554","-","-","344","344","205","115","90","9.9600000000000009","104","57","47","5.05","4.91","94.86","84.61","10.25","158","7.67","57","2.77"
"2003","石碇區","521","...","...","4","...","144","...","...","...","5","...","-","0","54","313","1","-","499","...","...","1","...","128","...","...","...","2","...","-","0","67","301","-","-","20","20","90","46","44","11.71","80","50","30","10.41","1.3","70.41","67.540000000000006","2.86","51","6.64","28","3.64"
"2003","坪林區","308","...","...","2","...","98","...","...","...","1","...","-","0","50","157","-","-","317","...","...","3","...","77","...","...","...","3","...","-","0","38","196","-","-","24","24","67","37","30","10.81","71","48","23","11.45","-0.65","53.54","55","-1.45","32","5.16","10","1.61"
"2003","三芝區","1348","...","...","30","...","338","...","...","...","12","...","1","0","198","760","9","-","1228","...","...","50","...","281","...","...","...","4","...","1","0","236","656","-","-","297","297","219","106","113","9.4700000000000006","139","93","46","6.01","3.46","71.14","65.95","5.19","171","7.39","62","2.68"
"2003","石門區","478","...","...","7","...","65","...","...","...","8","...","-","0","68","321","8","1","604","...","...","9","...","79","...","...","...","10","...","-","0","92","414","-","-","57","57","138","71","67","12.17","87","59","28","7.67","4.5","47.16","58.27","-11.11","73","6.44","35","3.09"
"2003","八里區","2214","...","...","32","...","910","...","...","...","36","...","2","0","434","790","10","-","1828","...","...","33","...","689","...","...","...","17","...","3","0","394","692","-","-","763","763","368","180","188","12","165","115","50","5.38","6.62","97.1","84.51","12.59","269","8.77","103","3.36"
"2003","平溪區","272","...","...","-","...","63","...","...","...","-","...","1","0","55","151","2","-","443","...","...","7","...","79","...","...","...","1","...","-","0","94","262","-","-","55","55","56","22","34","9.43","69","38","31","11.62","-2.19","55.08","83.88","-28.8","59","9.94","14","2.36"
"2003","雙溪區","416","...","...","3","...","54","...","...","...","3","...","-","0","134","218","4","-","596","...","...","1","...","76","...","...","...","3","...","-","0","198","318","-","-","58","58","124","70","54","12.22","120","70","50","11.82","0.39","46.7","64.44","-17.739999999999998","85","8.3800000000000008","25","2.46"
"2003","貢寮區","586","...","...","4","...","63","...","...","...","6","...","1","0","242","259","11","-","1026","...","...","9","...","109","...","...","...","15","...","2","0","423","468","-","-","108","108","201","98","103","14.1","123","76","47","8.6300000000000008","5.47","48.67","79.53","-30.86","134","9.4","38","2.67"
"2003","金山區","871","...","...","11","...","146","...","...","...","7","...","-","0","306","389","12","-","940","...","...","30","...","161","...","...","...","5","...","1","0","275","468","-","-","316","316","249","138","111","11.41","131","76","55","6","5.41","54.38","57.54","-3.16","151","6.92","62","2.84"
"2003","萬里區","1461","...","...","12","...","197","...","...","...","7","...","3","0","753","468","21","-","1133","...","...","24","...","164","...","...","...","8","...","1","0","603","333","-","-","140","140","214","117","97","11.34","179","115","64","9.48","1.85","84.8","67.430000000000007","17.37","229","12.13","58","3.07"
"2003","烏來區","354","...","...","7","...","72","...","...","...","4","...","-","0","95","176","-","-","269","...","...","7","...","44","...","...","...","1","...","-","0","64","153","-","-","78","78","56","27","29","11.95","32","18","14","6.83","5.12","92.2","74.06","18.14","48","10.24","21","4.4800000000000004"
"2004","新北市","226483","...","...","6386","...","58800","...","...","...","2996","...","840","0","57478","96865","3091","27","211762","...","...","9073","...","45898","...","...","...","2394","...","2022","0","55411","96861","1","102","125618","125618","33231","17497","15734","9","16386","10280","6106","4.4400000000000004","4.5599999999999996","95.36","91.37","3.99","22280","6.03","11342","3.07"
"2004","板橋區","30314","...","...","650","...","5826","...","...","...","392","...","90","0","7111","15845","390","10","30530","...","...","726","...","4795","...","...","...","310","...","193","0","7312","17172","0","22","16263","16263","4575","2421","2154","8.4700000000000006","2203","1401","802","4.08","4.3899999999999997","86.18","86.58","-0.4","3124","5.78","1556","2.88"
"2004","三重區","21397","...","...","423","...","5945","...","...","...","247","...","42","0","4868","9630","238","4","23440","...","...","609","...","5179","...","...","...","243","...","126","0","4894","12383","0","6","12023","12023","3345","1770","1575","8.6999999999999993","1828","1112","716","4.76","3.95","86.95","92.27","-5.32","2320","6.04","1176","3.06"
"2004","中和區","27668","...","...","1109","...","5923","...","...","...","387","...","220","0","5456","13974","599","0","27674","...","...","1712","...","4852","...","...","...","278","...","514","0","5244","15063","0","11","9920","9920","3621","1870","1751","8.89","1814","1173","641","4.45","4.4400000000000004","92.3","92.32","-0.01","2508","6.16","1293","3.18"
"2004","永和區","16427","...","...","1028","...","4509","...","...","...","233","...","99","0","3006","7348","203","1","15389","...","...","1295","...","3590","...","...","...","189","...","240","0","2873","7189","0","13","7101","7101","1541","832","709","6.63","1011","629","382","4.3499999999999996","2.2799999999999998","101.15","96.69","4.46","1249","5.37","647","2.78"
"2004","新莊區","18321","...","...","362","...","3244","...","...","...","255","...","61","0","6644","7481","273","1","17407","...","...","589","...","2554","...","...","...","165","...","147","0","6316","7628","0","8","17701","17701","3570","1921","1649","9.26","1288","820","468","3.34","5.92","93.48","91.11","2.37","2246","5.83","1099","2.85"
"2004","新店區","20349","...","...","1066","...","8988","...","...","...","357","...","83","0","4224","5315","313","3","16730","...","...","1405","...","6631","...","...","...","219","...","214","0","3685","4555","0","21","11234","11234","2318","1228","1090","8.19","1412","864","548","4.99","3.2","111.63","98.84","12.79","1903","6.73","827","2.92"
"2004","樹林區","8260","...","...","160","...","755","...","...","...","99","...","15","0","2795","4312","123","1","8390","...","...","250","...","715","...","...","...","77","...","52","0","2923","4372","0","1","5405","5405","1603","847","756","10.050000000000001","644","413","231","4.04","6.01","85.67","86.48","-0.81","973","6.1","556","3.49"
"2004","鶯歌區","4440","...","...","50","...","374","...","...","...","54","...","15","0","2322","1576","49","0","4022","...","...","118","...","219","...","...","...","40","...","44","0","2591","1008","0","2","2915","2915","838","415","423","10.09","392","257","135","4.72","5.37","88.58","83.54","5.03","518","6.24","289","3.48"
"2004","三峽區","4475","...","...","71","...","496","...","...","...","70","...","11","0","1425","2333","68","1","3889","...","...","102","...","386","...","...","...","50","...","18","0","1489","1842","0","2","4008","4008","926","491","435","10.71","517","348","169","5.98","4.7300000000000004","98.11","91.34","6.78","494","5.71","313","3.62"
"2004","淡水區","8374","...","...","317","...","4114","...","...","...","123","...","26","0","1683","2004","107","0","6558","...","...","413","...","2920","...","...","...","73","...","41","0","1305","1802","1","3","4604","4604","1237","665","572","9.9","568","348","220","4.55","5.36","103.92","89.38","14.54","787","6.3","391","3.13"
"2004","汐止區","13886","...","...","358","...","8007","...","...","...","185","...","27","0","3267","1908","133","1","11621","...","...","505","...","6179","...","...","...","186","...","60","0","2996","1693","0","2","6355","6355","1530","827","703","8.8800000000000008","670","413","257","3.89","4.99","117.46","104.31","13.14","1202","6.98","614","3.56"
"2004","瑞芳區","2041","...","...","31","...","218","...","...","...","16","...","3","0","1315","429","29","0","2653","...","...","52","...","264","...","...","...","12","...","9","0","1656","660","0","0","719","719","418","223","195","9.19","415","254","161","9.1199999999999992","7.0000000000000007E-2","60.66","74.11","-13.45","268","5.89","150","3.3"
"2004","土城區","12410","...","...","259","...","1726","...","...","...","158","...","83","0","3292","6674","218","0","13147","...","...","484","...","1540","...","...","...","188","...","208","0","3460","7266","0","1","8893","8893","2109","1106","1003","8.94","899","563","336","3.81","5.13","90.28","93.4","-3.12","1364","5.78","782","3.31"
"2004","蘆洲區","12140","...","...","140","...","3324","...","...","...","140","...","31","0","2683","5731","87","4","8888","...","...","241","...","2005","...","...","...","122","...","53","0","2148","4314","0","5","10214","10214","1710","845","865","9.5299999999999994","586","357","229","3.27","6.26","124.59","106.47","18.13","1070","5.96","549","3.06"
"2004","五股區","5378","...","...","78","...","860","...","...","...","40","...","7","0","1186","3149","58","0","4386","...","...","116","...","745","...","...","...","48","...","31","0","1044","2402","0","0","1669","1669","747","404","343","10.15","343","225","118","4.66","5.49","95.74","82.26","13.48","457","6.21","238","3.23"
"2004","泰山區","5260","...","...","58","...","749","...","...","...","65","...","6","0","1261","3082","39","0","3554","...","...","88","...","430","...","...","...","49","...","19","0","1032","1936","0","0","2155","2155","681","346","335","10.210000000000001","249","150","99","3.73","6.48","111.14","85.57","25.57","470","7.04","192","2.88"
"2004","林口區","4557","...","...","85","...","832","...","...","...","59","...","6","0","2303","1234","38","0","3367","...","...","123","...","536","...","...","...","48","...","20","0","1845","795","0","0","2118","2118","605","339","266","10.87","220","134","86","3.95","6.92","119.98","98.59","21.39","307","5.52","159","2.86"
"2004","深坑區","1752","...","...","26","...","792","...","...","...","29","...","6","0","287","596","16","0","1408","...","...","66","...","615","...","...","...","18","...","11","0","262","436","0","0","383","383","185","93","92","8.83","107","63","44","5.1100000000000003","3.72","101.88","85.46","16.420000000000002","130","6.2","74","3.53"
"2004","石碇區","538","...","...","2","...","167","...","...","...","1","...","0","0","58","303","7","0","548","...","...","8","...","107","...","...","...","6","...","0","0","49","378","0","0","20","20","77","31","46","10.01","75","50","25","9.75","0.26","72.510000000000005","73.8","-1.3","52","6.76","16","2.08"
"2004","坪林區","377","...","...","2","...","101","...","...","...","2","...","0","0","67","203","2","0","269","...","...","2","...","57","...","...","...","1","...","1","0","48","158","0","2","29","29","59","30","29","9.44","58","33","25","9.2799999999999994","0.16","64.98","47.69","17.28","32","5.12","5","0.8"
"2004","三芝區","1356","...","...","20","...","355","...","...","...","23","...","0","0","228","719","11","0","1298","...","...","28","...","301","...","...","...","11","...","5","0","178","775","0","0","317","317","223","117","106","9.58","163","95","68","7","2.58","71.86","69.36","2.4900000000000002","107","4.5999999999999996","61","2.62"
"2004","石門區","579","...","...","4","...","62","...","...","...","5","...","0","0","108","397","3","0","625","...","...","12","...","78","...","...","...","2","...","2","0","114","417","0","0","48","48","125","55","70","11.05","74","38","36","6.54","4.51","55.45","59.51","-4.07","68","6.01","27","2.39"
"2004","八里區","2187","...","...","43","...","811","...","...","...","17","...","1","0","449","838","28","0","1861","...","...","43","...","682","...","...","...","17","...","10","0","350","758","0","1","698","698","344","177","167","11.02","172","102","70","5.51","5.51","92.46","82.01","10.45","205","6.57","118","3.78"
"2004","平溪區","269","...","...","3","...","58","...","...","...","4","...","2","0","57","141","4","0","323","...","...","4","...","52","...","...","...","0","...","0","0","91","176","0","0","21","21","65","32","33","11.17","67","49","18","11.52","-0.34","49.85","59.14","-9.2799999999999994","30","5.16","15","2.58"
"2004","雙溪區","459","...","...","1","...","64","...","...","...","6","...","0","0","148","231","9","0","512","...","...","6","...","61","...","...","...","4","...","1","0","133","307","0","0","107","107","101","61","40","10.08","126","77","49","12.57","-2.4900000000000002","56.48","61.76","-5.29","53","5.29","21","2.1"
"2004","貢寮區","844","...","...","3","...","132","...","...","...","6","...","1","0","289","397","16","0","894","...","...","11","...","90","...","...","...","15","...","0","0","341","437","0","0","153","153","181","88","93","12.85","117","76","41","8.31","4.54","70.790000000000006","74.34","-3.55","71","5.04","35","2.4900000000000002"
"2004","金山區","915","...","...","12","...","162","...","...","...","13","...","3","0","310","401","14","0","938","...","...","25","...","136","...","...","...","11","...","2","0","369","394","0","1","375","375","217","119","98","9.92","135","82","53","6.17","3.75","58.96","60.01","-1.05","120","5.48","64","2.92"
"2004","萬里區","1123","...","...","16","...","158","...","...","...","4","...","2","0","541","388","14","0","1170","...","...","37","...","140","...","...","...","11","...","1","0","604","376","0","1","126","126","223","115","108","11.71","199","137","62","10.45","1.26","65.569999999999993","68.03","-2.4700000000000002","112","5.88","56","2.94"
"2004","烏來區","387","...","...","9","...","48","...","...","...","6","...","0","0","95","226","2","1","271","...","...","3","...","39","...","...","...","1","...","0","0","59","169","0","0","44","44","57","29","28","11.85","34","17","17","7.07","4.78","89.61","65.5","24.12","40","8.32","19","3.95"
"2005","新北市","226810","...","...","6251","...","61296","...","...","...","3092","...","847","2","59285","92297","3712","28","212930","...","...","7409","...","48188","...","...","...","2484","...","2787","0","59681","92291","2","88","139373","139373","31676","16432","15244","8.51","16978","10817","6161","4.5599999999999996","3.95","98.37","94.64","3.73","24964","6.71","11339","3.05"
"2005","板橋區","27107","...","...","613","...","6252","...","...","...","386","...","100","0","7351","11958","441","6","28348","...","...","880","...","5056","...","...","...","362","...","247","0","8080","13708","0","15","22139","22139","4432","2294","2138","8.18","2384","1537","847","4.4000000000000004","3.78","90.87","93.16","-2.29","3608","6.66","1554","2.87"
"2005","三重區","19341","...","...","413","...","6204","...","...","...","278","...","61","0","5216","6840","325","4","20626","...","...","441","...","5038","...","...","...","248","...","224","0","5258","9411","0","6","15611","15611","3003","1543","1460","7.82","1851","1175","676","4.82","3","91.01","94.36","-3.35","2489","6.48","1208","3.15"
"2005","中和區","25791","...","...","1094","...","5997","...","...","...","387","...","184","0","5271","12256","601","1","26409","...","...","1379","...","5147","...","...","...","316","...","674","0","5747","13138","0","8","12434","12434","3351","1792","1559","8.1999999999999993","1870","1194","676","4.58","3.62","93.56","95.07","-1.51","2866","7.01","1236","3.03"
"2005","永和區","17031","...","...","952","...","4858","...","...","...","282","...","75","0","3086","7521","256","1","15852","...","...","956","...","4000","...","...","...","178","...","306","0","2900","7505","0","7","7245","7245","1542","817","725","6.58","1046","647","399","4.47","2.12","103.65","98.61","5.03","1404","5.99","616","2.63"
"2005","新莊區","18628","...","...","389","...","3263","...","...","...","287","...","71","0","6728","7582","307","1","18675","...","...","424","...","2743","...","...","...","241","...","194","0","7148","7914","0","11","18088","18088","3488","1809","1679","8.99","1308","838","470","3.37","5.62","94.63","94.75","-0.12","2600","6.7","1112","2.87"
"2005","新店區","18991","...","...","1109","...","8534","...","...","...","307","...","70","0","3854","4742","373","2","17448","...","...","1135","...","7217","...","...","...","208","...","225","0","3740","4912","0","11","10809","10809","2198","1106","1092","7.68","1455","928","527","5.08","2.59","104.08","98.69","5.39","2041","7.13","882","3.08"
"2005","樹林區","8752","...","...","161","...","848","...","...","...","71","...","31","0","2786","4695","157","3","8775","...","...","199","...","693","...","...","...","63","...","75","0","3030","4710","0","5","5560","5560","1499","796","703","9.35","644","417","227","4.0199999999999996","5.33","89.26","89.4","-0.14000000000000001","1061","6.62","530","3.31"
"2005","鶯歌區","4810","...","...","66","...","442","...","...","...","54","...","20","0","2312","1823","93","0","4282","...","...","85","...","272","...","...","...","31","...","73","0","2807","1011","0","3","3194","3194","827","442","385","9.85","380","241","139","4.53","5.32","95.34","89.05","6.29","576","6.86","286","3.41"
"2005","三峽區","5522","...","...","68","...","617","...","...","...","84","...","9","0","1571","3087","85","1","4085","...","...","114","...","418","...","...","...","52","...","38","0","1482","1978","0","3","4062","4062","860","430","430","9.7899999999999991","491","351","140","5.59","4.2","109.08","92.73","16.36","534","6.08","319","3.63"
"2005","淡水區","8389","...","...","303","...","4103","...","...","...","157","...","28","0","1688","1974","136","0","6942","...","...","273","...","2956","...","...","...","122","...","73","0","1458","2059","0","1","4729","4729","1095","549","546","8.61","587","370","217","4.62","4","103.2","91.82","11.38","880","6.92","378","2.97"
"2005","汐止區","13698","...","...","322","...","7861","...","...","...","195","...","25","0","3310","1820","163","2","12165","...","...","405","...","6473","...","...","...","156","...","99","0","2930","2093","2","7","6196","6196","1519","777","742","8.68","812","492","320","4.6399999999999997","4.04","113.67","104.91","8.76","1316","7.52","583","3.33"
"2005","瑞芳區","2216","...","...","21","...","223","...","...","...","17","...","7","0","1315","579","54","0","2978","...","...","35","...","297","...","...","...","33","...","12","0","1773","828","0","0","809","809","381","191","190","8.51","417","251","166","9.31","-0.8","67.53","84.54","-17.010000000000002","285","6.36","136","3.04"
"2005","土城區","12553","...","...","271","...","1842","...","...","...","158","...","101","0","3341","6593","243","4","13529","...","...","358","...","1564","...","...","...","132","...","322","0","3784","7366","0","3","9344","9344","2041","1036","1005","8.64","922","608","314","3.9","4.74","92.68","96.81","-4.13","1516","6.42","801","3.39"
"2005","蘆洲區","12771","...","...","138","...","3467","...","...","...","162","...","21","0","2756","6102","124","1","9658","...","...","142","...","2018","...","...","...","120","...","72","0","2476","4828","0","2","9530","9530","1705","879","826","9.2799999999999994","630","393","237","3.43","5.85","121.4","104.45","16.95","1221","6.65","567","3.09"
"2005","五股區","5908","...","...","61","...","1123","...","...","...","40","...","10","0","1281","3309","84","0","4995","...","...","92","...","784","...","...","...","30","...","43","0","1201","2840","0","5","2098","2098","729","388","341","9.73","340","222","118","4.54","5.19","106.81","94.63","12.18","580","7.74","254","3.39"
"2005","泰山區","5384","...","...","47","...","697","...","...","...","56","...","12","0","1358","3155","59","0","3869","...","...","77","...","389","...","...","...","41","...","37","0","1284","2041","0","0","2210","2210","691","355","336","10.050000000000001","252","145","107","3.66","6.38","110.44","88.4","22.03","527","7.66","207","3.01"
"2005","林口區","5304","...","...","84","...","1022","...","...","...","44","...","8","0","2503","1590","53","0","3311","...","...","93","...","511","...","...","...","46","...","24","0","1849","788","0","0","2476","2476","597","326","271","10.36","236","147","89","4.0999999999999996","6.27","135.07","100.47","34.6","376","6.53","178","3.09"
"2005","深坑區","1783","...","...","11","...","870","...","...","...","25","...","6","0","303","548","20","0","1656","...","...","171","...","637","...","...","...","28","...","24","0","251","545","0","0","349","349","232","123","109","10.9","114","81","33","5.35","5.54","100.14","94.18","5.97","133","6.25","58","2.72"
"2005","石碇區","660","...","...","4","...","246","...","...","...","2","...","1","0","60","340","7","0","565","...","...","6","...","165","...","...","...","2","...","0","0","75","317","0","0","28","28","72","34","38","9.31","77","48","29","9.9499999999999993","-0.65","88.92","76.64","12.28","33","4.2699999999999996","13","1.68"
"2005","坪林區","938","...","...","3","...","305","...","...","...","4","...","0","0","151","471","4","0","479","...","...","2","...","136","...","...","...","6","...","3","0","94","238","0","0","36","36","46","27","19","7.06","73","50","23","11.2","-4.1399999999999997","149.41","79","70.41","31","4.76","19","2.91"
"2005","三芝區","1477","...","...","22","...","392","...","...","...","24","...","1","0","198","819","21","0","1307","...","...","31","...","312","...","...","...","18","...","5","0","201","740","0","0","400","400","198","106","92","8.44","144","90","54","6.14","2.2999999999999998","80.03","72.78","7.25","146","6.22","73","3.11"
"2005","石門區","927","...","...","5","...","130","...","...","...","3","...","0","2","147","632","7","1","621","...","...","13","...","75","...","...","...","8","...","1","0","101","423","0","0","78","78","103","58","45","8.98","94","67","27","8.1999999999999993","0.78","87.63","60.95","26.68","67","5.84","26","2.27"
"2005","八里區","2415","...","...","29","...","975","...","...","...","21","...","6","0","450","906","28","0","2034","...","...","35","...","706","...","...","...","24","...","11","0","427","831","0","0","739","739","303","156","147","9.5500000000000007","148","83","65","4.67","4.8899999999999997","99.43","87.42","12.01","216","6.81","107","3.37"
"2005","平溪區","933","...","...","3","...","183","...","...","...","3","...","0","0","191","550","3","0","377","...","...","2","...","57","...","...","...","0","...","1","0","98","219","0","0","81","81","44","20","24","7.27","76","56","20","12.56","-5.29","167.58","75.69","91.89","29","4.79","10","1.65"
"2005","雙溪區","1054","...","...","4","...","133","...","...","...","6","...","0","0","343","564","4","0","648","...","...","10","...","68","...","...","...","1","...","1","0","210","358","0","0","153","153","101","48","53","9.92","119","79","40","11.69","-1.77","118.6","78.709999999999994","39.89","51","5.01","14","1.38"
"2005","貢寮區","1035","...","...","4","...","189","...","...","...","8","...","0","0","340","486","8","0","910","...","...","12","...","119","...","...","...","0","...","1","0","305","473","0","0","129","129","164","86","78","11.57","125","71","54","8.82","2.75","82.13","73.31","8.82","77","5.43","35","2.4700000000000002"
"2005","金山區","1038","...","...","20","...","182","...","...","...","15","...","0","0","359","442","19","1","1007","...","...","14","...","152","...","...","...","8","...","1","0","368","464","0","0","548","548","189","103","86","8.61","158","93","65","7.2","1.41","72.28","70.87","1.41","117","5.33","51","2.3199999999999998"
"2005","萬里區","1834","...","...","22","...","268","...","...","...","12","...","0","0","895","604","33","0","1070","...","...","20","...","147","...","...","...","6","...","1","0","530","365","0","1","187","187","188","99","89","9.68","185","120","65","9.5299999999999994","0.15","104.06","64.72","39.340000000000003","141","7.26","64","3.3"
"2005","烏來區","520","...","...","12","...","70","...","...","...","4","...","0","0","121","309","4","0","309","...","...","5","...","38","...","...","...","4","...","0","0","74","188","0","0","111","111","78","42","36","15.59","40","23","17","7.99","7.59","126.11","83.94","42.17","43","8.59","22","4.4000000000000004"
"2006","新北市","238874","...","...","10603","...","59240","...","...","...","3323","...","1002","2","65093","95067","4518","26","224264","...","...","8370","...","53694","...","...","...","2773","...","2513","0","61706","95063","10","135","145117","145117","32292","16960","15332","8.61","16484","10631","5853","4.3899999999999997","4.21","102.35","98.45","3.89","25607","6.83","11810","3.15"
"2006","板橋區","28450","...","...","1138","...","5852","...","...","...","419","...","109","0","8194","12144","588","6","28862","...","...","881","...","5553","...","...","...","369","...","240","0","8200","13586","0","33","23179","23179","4635","2393","2242","8.5299999999999994","2250","1465","785","4.1399999999999997","4.3899999999999997","95.03","95.79","-0.76","3654","6.73","1633","3.01"
"2006","三重區","19463","...","...","654","...","5749","...","...","...","238","...","68","1","5745","6566","440","2","21063","...","...","484","...","5557","...","...","...","238","...","155","0","5343","9277","0","9","16479","16479","3088","1640","1448","8.0500000000000007","1811","1172","639","4.72","3.33","93.65","97.82","-4.17","2494","6.5","1210","3.15"
"2006","中和區","27968","...","...","1864","...","5809","...","...","...","401","...","255","0","6055","12989","591","4","27485","...","...","1574","...","5510","...","...","...","336","...","613","0","5956","13485","0","11","12622","12622","3386","1780","1606","8.26","1847","1202","645","4.5","3.75","99","97.82","1.18","3043","7.42","1315","3.21"
